id,min,delta_lower_quartile,median,delta_upper_quartile,delta_max
1049,0.0,0.0,0.0,0.0,0.0
1108,0.0,0.0,0.0,0.10416666666666667,0.4958333333333333
1026,0.0,0.0,0.0,0.0,0.0
1077,-0.27499999999999997,0.13657407407407407,-0.0018518518518518638,0.23571428571428568,0.09914021164021164
1055,-0.09999999999999992,0.10877976190476182,0.09696969696969698,0.19122023809523808,0.20000000000000004
