X,Y
0.39474593025698157,0.003038384679706279
-0.9882060080844307,-0.4721689375649858
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
-0.8004517061256362,0.6950249207161423
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
0.39474593025698157,0.003038384679706279
-1.0369760430709687,-0.36508974005852074
-1.358525962798939,0.9982528373801083
-0.8857227024098822,-0.3052274212344241
-1.2086038733233382,-0.39431581756269923
-1.5472482641443024,-0.8570386899279949
-1.6481677662100573,0.6276416159394211
